,formula,full_name,ave_ele_diele,ave_ion_diele,band_gap,cbm_d,cbm_f,cbm_p,cbm_s,formation_energy,vbm_d,vbm_f,vbm_p,vbm_s,ave_bec,bader_charge,bader_volume,nn_ave_ave_bec,nn_ave_bader_charge,nn_ave_eleneg,nn_max_ave_bec,nn_max_bader_charge,nn_max_eleneg,nn_min_ave_bec,nn_min_bader_charge,nn_min_eleneg,o2p_center_from_vbm,O,Ge,Al,vacancy_formation_energy,Pb,Zn,Bi,Ag,Cu,Sb,As,B,Ba,Ca,W,Cd,Hf,In,Ga,La,Ta,Li,Re,Mg,Mo,Si,Sc,Nb,Sn,Sr,Ti,Y,Zr,Na,V,Be,Ce,Pd,Cr,Cs,Au,Tl,Hg,K,Rb
189,BaBe2Si2O7,BaBe2Si2O7_Va_O4,3.0931116666666667,6.488955999999999,5.653700000000001,0.03730187832026777,0.0,0.17501914981819466,0.7876789718615379,-3.3066602608333335,0.009497449624072958,0.0,0.9827362981125674,0.007766252263359724,-1.8029700000000002,-1.5726449999999996,13.444934,1.3577832059931272,1.2445150829952005,2.043594475797828,3.0624466666666663,3.231241,1.9,1.88175,1.599352,1.57,2.9169485351081157,0.23146643334489111,0.0,0.0,1.787564992318555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05566887994346723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23820328425587636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4746614024557655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
190,BaBeSiO4,BaBeSiO4_Va_O1,3.002328666666667,6.357035666666667,4.6335,0.09169691256380687,0.0,0.21197907400682786,0.6963240134293653,-3.324616174999999,0.009259620210184547,0.0,0.9846552492647669,0.006085130525048615,-1.92094,-1.4730220000000003,15.222471,1.3821720574528218,0.9807319971470158,1.9702704193946725,3.0463133333333334,2.7172289999999997,3.44,-1.89361,-1.3894929999999999,0.89,2.6515454803051592,0.2622073303690812,0.0,0.0,2.137953560305449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25244109544243265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2472807772889241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23807079689956218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
191,BaBeSiO4,BaBeSiO4_Va_O2,3.002328666666667,6.357035666666667,4.6335,0.09169691256380687,0.0,0.21197907400682786,0.6963240134293653,-3.324616174999999,0.009259620210184547,0.0,0.9846552492647669,0.006085130525048615,-1.89361,-1.3894929999999999,19.023837,1.2670837365958922,0.9185206680955309,2.036395173076552,3.0463133333333334,2.7172289999999997,3.44,-1.92094,-1.5018000000000002,0.89,2.6104378530900005,0.2873657182513863,0.0,0.0,2.339333535800589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22575805614108627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25011138824969065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2367648373578369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,BaBeSiO4,BaBeSiO4_Va_O3,3.002328666666667,6.357035666666667,4.6335,0.09169691256380687,0.0,0.21197907400682786,0.6963240134293653,-3.324616174999999,0.009259620210184547,0.0,0.9846552492647669,0.006085130525048615,-1.8819533333333334,-0.9971680000000003,10.25709,1.2480636404126897,0.8711029356279743,2.051428678277335,3.0463133333333334,2.7172289999999997,3.44,-1.92094,-1.5018000000000002,0.89,2.5551493774155816,0.2916843132363837,0.0,0.0,1.707736540373698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21762740686108253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25444136118434457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23624691871818926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,BaBiBO4,BaBiBO4_Va_O1,4.219329666666666,11.615303333333332,3.5113000000000003,0.11077159613837947,0.0,0.7885410338399749,0.10068737002164523,-2.6110980834523803,0.033168466112731124,0.0,0.9324628047099277,0.034368729177341004,-1.96634,-1.548387,15.486203,1.2069525171013364,0.9346402867091839,2.2408053105451655,3.5120400000000003,2.093478,3.44,-1.96634,-1.4544490000000003,0.89,2.9538270136472202,0.3018032623380254,0.0,0.0,-0.07538056801233561,0.0,0.0,0.21432882833375577,0.0,0.0,0.0,0.0,0.29479601353570173,0.18907189579251715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194,BaBiBO4,BaBiBO4_Va_O3,4.219329666666666,11.615303333333332,3.5113000000000003,0.11077159613837947,0.0,0.7885410338399749,0.10068737002164523,-2.6110980834523803,0.033168466112731124,0.0,0.9324628047099277,0.034368729177341004,-1.9844533333333334,-1.4005859999999997,17.487595,1.1726001938552035,0.6826025573250469,2.1205169417148215,3.5120400000000003,2.10365,3.44,-1.9844533333333334,-1.4005859999999997,0.89,1.1874519924429037,0.3553191585087293,0.0,0.0,1.0767551263462936,0.0,0.0,0.22272769288718064,0.0,0.0,0.0,0.0,0.06327895178699804,0.3586741968170921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195,BaCa(GaO2)4,BaCa(GaO2)4_Va_O1,3.587806666666667,8.482289000000002,3.1133000000000006,0.013319951786099758,0.0,0.29176548051104995,0.6949145677028501,-2.6343520764285713,0.0685969193810052,0.0,0.9270722822752966,0.004330798343698339,-1.9638833333333334,-1.2315870000000002,14.065689,1.3550268519053557,0.8425486867101559,2.051275958071092,2.6953633333333333,1.6513930000000006,1.81,2.4806833333333334,1.5198429999999998,0.89,2.0898892246455905,0.2746951116394928,0.0,0.0,1.0832481947718993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09485548972447068,0.14717286833921964,0.0,0.0,0.0,0.0,0.48327653029681694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196,BaCa(GaO2)4,BaCa(GaO2)4_Va_O2,3.587806666666667,8.482289000000002,3.1133000000000006,0.013319951786099758,0.0,0.29176548051104995,0.6949145677028501,-2.6343520764285713,0.0685969193810052,0.0,0.9270722822752966,0.004330798343698339,-1.9583233333333334,-1.0774160000000004,14.273608,1.3539921279987681,0.8074197290783288,2.049749882923683,2.6953633333333333,1.6513930000000006,3.44,-1.9583233333333334,-1.1298820000000003,0.89,1.950754625902917,0.2799431409410894,0.0,0.0,1.44466770591472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19652283125263115,0.04414374328132269,0.0,0.0,0.0,0.0,0.4793902845249568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197,BaCa(GaO2)4,BaCa(GaO2)4_Va_O3,3.587806666666667,8.482289000000002,3.1133000000000006,0.013319951786099758,0.0,0.29176548051104995,0.6949145677028501,-2.6343520764285713,0.0685969193810052,0.0,0.9270722822752966,0.004330798343698339,-1.9762000000000002,-1.2376139999999998,14.553163,1.4547422931341236,0.8747034629229434,2.0079246625902845,2.6953633333333333,1.6513930000000006,1.81,2.4806833333333334,1.5198429999999998,0.89,1.942056585405768,0.2527311261581296,0.0,0.0,0.6370192090111773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0941800786799534,0.15726098847149345,0.0,0.0,0.0,0.0,0.4958278066904236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
198,BaCdO2,BaCdO2_Va_O1,5.353496333333332,12.162706666666667,0.9423999999999999,0.052392665839245185,0.0,0.4143529229664953,0.5332544111942598,-2.1459757218749997,0.13195236773802288,0.0,0.8576859085039614,0.01036172375801586,-2.4588966666666665,-1.2611359999999996,14.451064,2.150341011000411,1.104224610542091,1.4836512633527517,2.691216666666667,1.4875360000000004,1.69,2.270513333333333,1.0942399999999992,0.89,2.0477233734399802,0.059556213212041124,0.0,0.0,0.7836973407833192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38821513721040063,0.0,0.0,0.5522286495775584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,BaCdO2,BaCdO2_Va_O2,5.353496333333332,12.162706666666667,0.9423999999999999,0.052392665839245185,0.0,0.4143529229664953,0.5332544111942598,-2.1459757218749997,0.13195236773802288,0.0,0.8576859085039614,0.01036172375801586,-2.5028333333333332,-1.32001,14.073922,1.8740717345583986,0.9895300928765116,1.5024896248056172,2.691216666666667,1.4875360000000004,1.69,2.270513333333333,1.0942989999999995,0.89,1.6226305143930218,0.12895714437324948,0.0,0.0,1.4578866207060062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5164817223094621,0.0,0.0,0.35456113331728856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200,BaCeO3,BaCeO3_Va_O1,5.079621666666667,20.415422333333336,2.8160000000000003,0.009983325154379491,0.9727339579150285,0.015871576511442033,0.0014111404191492376,-3.5906097180000005,0.01980812688934559,0.11512448425635702,0.8600116466581115,0.005055742196185522,-2.7434433333333335,-1.3134550000000003,15.747324,1.7854921128479997,0.8495086272434936,1.8350108684217412,5.589683333333333,2.368728000000001,1.12,2.6318699999999997,1.537972,0.89,1.4264059625723657,0.34061108540637813,0.0,0.0,1.3419628257598664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.326986303135028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33240261145859373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,BaCeO3,BaCeO3_Va_O2,5.079621666666667,20.415422333333336,2.8160000000000003,0.009983325154379491,0.9727339579150285,0.015871576511442033,0.0014111404191492376,-3.5906097180000005,0.01980812688934559,0.11512448425635702,0.8600116466581115,0.005055742196185522,-2.7390566666666665,-1.29319,15.409308,1.8392315870370803,0.8740352270816812,1.810524567323138,5.589683333333333,2.368728000000001,1.12,2.6318699999999997,1.537972,0.89,1.4759702902994876,0.33093881110954526,0.0,0.0,1.3070349375951187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3358846715261189,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33317651736433596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
202,BaGa2B2O7,BaGa2B2O7_Va_O1,3.249229666666667,5.34026,4.0866999999999996,0.01847253065241808,0.0,0.23497046598253188,0.7465570033650502,-2.7636706123611106,0.054972417230463304,0.0,0.9363002893417235,0.008727293427813212,-1.9437066666666667,-1.2361649999999997,14.374426,1.3769630560440962,0.7841143870594217,2.0813793101847797,2.8243566666666666,1.7861770000000003,1.81,2.7047033333333332,1.5844489999999993,0.89,1.866419096298746,0.30444332090299947,0.0,0.0,0.5244875016673147,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001383594241481404,0.2444512234289824,0.0,0.0,0.0,0.0,0.0,0.4509670962438701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
203,BaGa2B2O7,BaGa2B2O7_Va_O2,3.249229666666667,5.34026,4.0866999999999996,0.01847253065241808,0.0,0.23497046598253188,0.7465570033650502,-2.7636706123611106,0.054972417230463304,0.0,0.9363002893417235,0.008727293427813212,-1.7264100000000002,-1.1191259999999996,14.490749,1.3299595834295432,1.0218558528962665,2.183171644268999,2.7047033333333332,1.7861770000000003,2.04,2.1914866666666666,1.704633,0.89,4.10971585937684,0.23796790823054748,0.0,0.0,-0.17149399030543622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5750756397119862,0.15976461226146818,0.0,0.0,0.0,0.0,0.0,0.027191839795998315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,BaGa2B2O7,BaGa2B2O7_Va_O3,3.249229666666667,5.34026,4.0866999999999996,0.01847253065241808,0.0,0.23497046598253188,0.7465570033650502,-2.7636706123611106,0.054972417230463304,0.0,0.9363002893417235,0.008727293427813212,-1.7811266666666665,-1.170916,14.138867,1.4412086096964671,0.9966271226312241,2.177652698351102,2.8243566666666666,1.7861770000000003,2.04,2.1914866666666666,1.5844489999999993,0.89,3.0107618446602507,0.24000703119355773,0.0,0.0,2.038229010513046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4167829078655056,0.12980307750376427,0.0,0.0,0.0,0.0,0.0,0.2134069834371724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205,BaGa2B2O7,BaGa2B2O7_Va_O4,3.249229666666667,5.34026,4.0866999999999996,0.01847253065241808,0.0,0.23497046598253188,0.7465570033650502,-2.7636706123611106,0.054972417230463304,0.0,0.9363002893417235,0.008727293427813212,-1.7801566666666666,-1.2290869999999998,13.124292,0.9984418447480568,0.6468963743482881,2.413505392208307,2.8243566666666666,1.704633,3.44,-1.7801566666666666,-1.2293079999999996,1.81,2.8267349497719536,0.35141552487529254,0.0,0.0,1.7084293994668385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2881159973107915,0.03866151382598058,0.0,0.0,0.0,0.0,0.0,0.3218069639879354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,BaGa4O7,BaGa4O7_Va_O1,3.3827010000000004,6.3842946666666665,2.4256,0.013238514517876401,0.0,0.2698771399174728,0.716884345564651,-2.486273411249999,0.04284862352238863,0.0,0.9543718376526327,0.00277953882497887,-1.9701333333333333,-1.060823,16.068654,1.5650258239699903,0.8513563107661692,2.184562762634154,2.763263333333333,1.6223810000000007,1.81,2.71331,1.437322,1.81,3.418343293318623,0.25152267428670627,0.0,0.0,-0.01651595490245983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038499126579540806,0.0,0.0,0.0,0.0,0.0,0.7099781991337532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207,BaGa4O7,BaGa4O7_Va_O2,3.3827010000000004,6.3842946666666665,2.4256,0.013238514517876401,0.0,0.2698771399174728,0.716884345564651,-2.486273411249999,0.04284862352238863,0.0,0.9543718376526327,0.00277953882497887,-1.95651,-1.2139129999999998,15.455715,1.4452266731027483,0.9211496356046781,2.031120713759927,2.71331,1.8117590000000003,1.81,2.62214,1.6223810000000007,0.89,2.3815695472863627,0.26816831235766775,0.0,0.0,1.6168960199234532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23477569063377346,0.0,0.0,0.0,0.0,0.0,0.4970559970085588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208,BaGa4O7,BaGa4O7_Va_O3,3.3827010000000004,6.3842946666666665,2.4256,0.013238514517876401,0.0,0.2698771399174728,0.716884345564651,-2.486273411249999,0.04284862352238863,0.0,0.9543718376526327,0.00277953882497887,-1.9011766666666665,-1.1359579999999996,18.732895,1.1750130831655226,0.6933263396372591,2.2079276758982274,2.763263333333333,1.8117590000000003,1.81,2.62214,1.437322,0.89,2.430248638420524,0.33014462716263066,0.0,0.0,1.7129957041069055,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15240007214876167,0.0,0.0,0.0,0.0,0.0,0.5174553006886077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,BaGeO3,BaGeO3_Va_O1,3.3553223333333335,7.684764333333334,3.4095,0.0307030268482592,0.0,0.40641116035196645,0.5628858127997742,-2.6960020335,0.036571330204420036,0.0,0.9588349976532589,0.004593672142320789,-1.9101366666666666,-1.204643,17.523655,1.2325977130757173,0.7638789942234206,2.0186865948217916,3.08473,1.848795,3.44,-1.9423033333333333,-1.2081489999999997,0.89,1.4909966374479067,0.3352005956730904,0.24457596058518846,0.0,1.093834882849702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42022344374172127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210,BaGeO3,BaGeO3_Va_O2,3.3553223333333335,7.684764333333334,3.4095,0.0307030268482592,0.0,0.40641116035196645,0.5628858127997742,-2.6960020335,0.036571330204420036,0.0,0.9588349976532589,0.004593672142320789,-1.9007166666666666,-1.2081489999999997,18.753249,1.2746207109223158,0.7909888872326728,2.0131570978094837,3.08473,1.848795,3.44,-1.9423033333333333,-1.204643,0.89,1.4936078308699072,0.3269813105530585,0.25835246062427175,0.0,2.0705808488734525,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4146662288226698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211,BaGeO3,BaGeO3_Va_O3,3.3553223333333335,7.684764333333334,3.4095,0.0307030268482592,0.0,0.40641116035196645,0.5628858127997742,-2.6960020335,0.036571330204420036,0.0,0.9588349976532589,0.004593672142320789,-1.9423033333333333,-1.193492,15.603734,1.307783070940417,0.8315153562423155,2.3165113687494046,3.08473,1.991645,3.44,-1.9101366666666666,-1.2479139999999997,0.89,2.730229943585275,0.3420166170807252,0.494972317137103,0.0,-0.3786628025515486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1630110657821718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212,BaGePbO4,BaGePbO4_Va_O2,4.260979,10.958143666666667,3.3755,0.08511875964185638,0.0,0.7560532280955548,0.15882801226258872,-2.3497993528571435,0.0271424049092858,0.0,0.8663531789279472,0.10650441616276762,-2.223183333333333,-1.1495759999999997,17.093481,1.7254582577657913,0.9508113758646483,2.110424425675723,3.3095033333333332,1.881271,2.33,2.7514600000000002,1.430368,0.89,1.6952815919881998,0.23781203416242488,0.24448252731151043,0.0,0.313473227783139,0.236238408314339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2814670302117257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213,BaGePbO4,BaGePbO4_Va_O3,4.260979,10.958143666666667,3.3755,0.08511875964185638,0.0,0.7560532280955548,0.15882801226258872,-2.3497993528571435,0.0271424049092858,0.0,0.8663531789279472,0.10650441616276762,-2.21454,-1.347734,17.50901,1.2801318412485039,0.7066990804437263,2.2985402101320074,3.3095033333333332,1.881271,3.44,-2.21454,-1.3278109999999996,0.89,2.0406621833416136,0.32832026342764375,0.25653742981025046,0.0,0.3156093624481774,0.19722334514169126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21791896162041444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214,BaGePbO4,BaGePbO4_Va_O4,4.260979,10.958143666666667,3.3755,0.08511875964185638,0.0,0.7560532280955548,0.15882801226258872,-2.3497993528571435,0.0271424049092858,0.0,0.8663531789279472,0.10650441616276762,-2.2174933333333335,-1.138586,15.18504,1.5902545548371134,0.8694358444574801,2.177517978021965,3.3095033333333332,1.881271,2.33,2.7514600000000002,1.449681,0.89,2.340345299702852,0.26429520323905953,0.23710201641178413,0.0,0.26920900939052117,0.24167427179247553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2569285085566809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215,BaHf(BO3)2,BaHf(BO3)2_Va_O1,3.390382666666667,8.622676,4.7164,0.7551488913230697,0.0,0.20212080123227083,0.04273030744465915,-3.4097016038333336,0.025107510225009722,0.0,0.9642645333000066,0.010627956474983966,-2.1148566666666664,-0.9190310000000004,12.671437,1.3619980916188026,0.6258488850541906,2.2119904848362326,5.261263333333333,2.1166929999999997,3.44,-2.1148566666666664,-1.152329,0.89,2.970114580217019,0.34362387417868295,0.0,0.0,0.1098620167548714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32818806291065866,0.16152139624399162,0.0,0.0,0.0,0.1666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216,BaHf(SiO3)3,BaHf(SiO3)3_Va_O1,2.9677063333333336,5.8078563333333335,4.7369,0.6613372782599612,0.0,0.1588675022037358,0.17979521953630245,-3.519880910357143,0.014294608920518273,0.0,0.9833253106062504,0.002380080473231154,-1.78946,-1.443257,17.098327,0.9353525186731919,0.8887066379520654,2.4984626099981426,3.3238133333333337,2.8081899999999997,1.9,3.32381,2.805421,1.9,3.4487876770446126,0.43832854973114355,0.0,0.0,1.2503195262190945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07580530355229587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4858661467165606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217,BaHf(SiO3)3,BaHf(SiO3)3_Va_O2,2.9677063333333336,5.8078563333333335,4.7369,0.6613372782599612,0.0,0.1588675022037358,0.17979521953630245,-3.519880910357143,0.014294608920518273,0.0,0.9833253106062504,0.002380080473231154,-2.0581366666666665,-1.4001580000000002,15.967713,1.1719852475166594,0.7519437738523084,2.3591020283342625,5.028966666666666,2.805421,1.9,2.7168033333333335,1.8941389999999991,0.89,2.4421339797675907,0.4475023918010948,0.0,0.0,2.6455506786782923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1287640148905188,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25706692664171976,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218,BaHfO3,BaHfO3_Va_O1,4.645095,31.840243,3.4788,0.9680846890895272,0.0,0.03142432632804683,0.0004909845824259357,-3.7867155090000013,0.021405910426312035,0.0,0.9768822981073646,0.001711791466323396,-2.86439,-1.4750269999999999,14.535889,1.909593333333333,0.9827191666666664,1.8766666666666665,5.87293,2.9099139999999997,3.44,-2.86439,-1.4861009999999997,0.89,1.8709879346998495,0.33333333333333337,0.0,0.0,1.347238583328258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33333333333333337,0.0,0.0,0.0,0.33333333333333326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
219,BaLa2O4,BaLa2O4_Va_O1,4.039873,13.816214,3.4883,0.656753823296939,0.055881199251000005,0.1610557234597829,0.1263092539922775,-3.582359615714285,0.03027795766474699,0.04986292651347022,0.9165865401359128,0.0032725756858698832,-2.59163,-1.3081060000000004,17.128391,1.8543254869559482,0.9478547004771792,1.675891239093265,3.85225,1.9509550000000004,1.1,2.66202,1.4573800000000006,0.89,1.2070245224805107,0.2670161721934372,0.0,0.0,2.3637906538093256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2329838278065628,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
220,BaLa2PdO5,BaLa2PdO5_Va_O1,5.8087946666666666,22.72138766666667,2.4284999999999997,0.6044884491802376,0.047930212247057985,0.30793545891902235,0.03964587965368221,-3.0277652011111105,0.5581323125682287,0.017947099856710856,0.41814495986919975,0.00577562770586083,-2.4425033333333332,-1.3734469999999996,13.900065,1.77489758336621,0.9945643628138285,1.8326210537551288,4.426596666666666,2.1294319999999995,2.2,0.8767466666666667,0.977449,0.89,2.79707369750751,0.2256826198062021,0.0,0.0,1.0279663888789332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1817612334601853,0.0,0.0,0.0,0.0,0.0,0.0,0.37192561724701745,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22063052948659526,0.0,0.0,0.0,0.0,0.0,0.0,0.0
